"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 16, 2020","3,881.46","3,886.82","3,962.01","3,632.06","311.60M","-5.75%"
"Mar 13, 2020","4,118.36","4,234.37","4,438.51","4,055.19","326.46M","1.83%"
"Mar 12, 2020","4,044.26","4,374.67","4,404.26","4,025.89","371.40M","-12.28%"
"Mar 11, 2020","4,610.25","4,716.22","4,766.00","4,603.05","206.90M","-0.57%"
"Mar 10, 2020","4,636.61","4,770.62","4,924.84","4,615.16","280.31M","-1.51%"
"Mar 09, 2020","4,707.91","4,845.27","4,863.34","4,691.20","329.16M","-8.39%"
"Mar 06, 2020","5,139.11","5,253.82","5,284.08","5,117.57","198.43M","-4.14%"
"Mar 05, 2020","5,361.10","5,490.52","5,494.16","5,329.24","155.48M","-1.90%"
"Mar 04, 2020","5,464.89","5,400.43","5,493.25","5,357.35","152.46M","1.33%"
"Mar 03, 2020","5,393.17","5,408.15","5,509.28","5,371.66","186.27M","1.12%"
"Mar 02, 2020","5,333.52","5,416.02","5,430.05","5,197.57","201.84M","0.44%"
"Feb 28, 2020","5,309.90","5,310.82","5,376.05","5,229.56","268.47M","-3.38%"
"Feb 27, 2020","5,495.60","5,571.72","5,613.72","5,421.31","216.33M","-3.32%"
"Feb 26, 2020","5,684.55","5,646.14","5,707.31","5,526.14","161.98M","0.09%"
"Feb 25, 2020","5,679.68","5,825.37","5,828.46","5,670.71","143.62M","-1.94%"
"Feb 24, 2020","5,791.87","5,875.86","5,884.86","5,765.17","175.27M","-3.94%"
"Feb 21, 2020","6,029.72","6,035.03","6,067.29","5,995.14","97.33M","-0.54%"
"Feb 20, 2020","6,062.30","6,105.17","6,110.95","6,062.30","91.06M","-0.80%"
"Feb 19, 2020","6,111.24","6,086.11","6,111.41","6,072.66","80.16M","0.90%"
"Feb 18, 2020","6,056.82","6,042.38","6,079.50","6,039.94","89.93M","-0.48%"
"Feb 17, 2020","6,085.95","6,079.53","6,088.60","6,064.92","58.00M","0.27%"
"Feb 14, 2020","6,069.35","6,096.07","6,096.07","6,067.14","77.99M","-0.39%"
"Feb 13, 2020","6,093.14","6,076.92","6,098.26","6,028.28","92.67M","-0.19%"
"Feb 12, 2020","6,104.73","6,064.25","6,104.73","6,062.97","92.68M","0.83%"
"Feb 11, 2020","6,054.76","6,047.96","6,060.97","6,032.79","81.57M","0.65%"
"Feb 10, 2020","6,015.67","6,008.48","6,018.31","5,993.91","65.70M","-0.23%"
"Feb 07, 2020","6,029.75","6,027.54","6,044.97","5,999.95","82.35M","-0.14%"
"Feb 06, 2020","6,038.18","6,045.04","6,050.94","6,008.55","106.15M","0.88%"
"Feb 05, 2020","5,985.40","5,919.06","6,004.33","5,912.49","107.84M","0.85%"
"Feb 04, 2020","5,935.05","5,863.36","5,935.05","5,862.82","85.60M","1.76%"
"Feb 03, 2020","5,832.51","5,822.04","5,857.40","5,804.14","75.68M","0.45%"
"Jan 31, 2020","5,806.34","5,891.71","5,894.69","5,799.04","101.86M","-1.11%"
"Jan 30, 2020","5,871.77","5,886.02","5,904.08","5,846.45","89.99M","-1.40%"
"Jan 29, 2020","5,954.89","5,921.97","5,969.73","5,916.23","74.11M","0.49%"
"Jan 28, 2020","5,925.82","5,886.81","5,933.72","5,857.23","84.49M","1.07%"
"Jan 27, 2020","5,863.02","5,924.06","5,942.83","5,851.00","104.04M","-2.68%"
"Jan 24, 2020","6,024.26","6,019.60","6,064.55","6,016.77","82.33M","0.88%"
"Jan 23, 2020","5,971.79","5,992.47","6,024.32","5,961.87","90.04M","-0.65%"
"Jan 22, 2020","6,010.98","6,053.85","6,069.26","6,005.77","69.41M","-0.58%"
"Jan 21, 2020","6,045.99","6,034.24","6,045.99","5,994.17","63.92M","-0.54%"
"Jan 20, 2020","6,078.54","6,092.97","6,094.09","6,071.17","41.27M","-0.36%"
"Jan 17, 2020","6,100.72","6,066.29","6,109.81","6,066.29","79.32M","1.02%"
"Jan 16, 2020","6,039.03","6,039.62","6,058.97","6,021.03","76.03M","0.11%"
"Jan 15, 2020","6,032.61","6,042.72","6,053.01","6,011.28","79.85M","-0.14%"
"Jan 14, 2020","6,040.89","6,037.45","6,046.12","5,980.05","75.44M","0.08%"
"Jan 13, 2020","6,036.14","6,040.91","6,058.69","6,018.33","65.19M","-0.02%"
"Jan 10, 2020","6,037.11","6,056.74","6,057.83","6,028.29","64.39M","-0.09%"
"Jan 09, 2020","6,042.55","6,066.75","6,071.66","6,034.15","67.96M","0.19%"
"Jan 08, 2020","6,031.00","5,986.81","6,031.00","5,972.77","71.43M","0.31%"
"Jan 07, 2020","6,012.35","6,033.22","6,065.74","6,000.00","69.59M","-0.02%"
"Jan 06, 2020","6,013.59","6,001.21","6,017.97","5,955.25","69.06M","-0.51%"
"Jan 03, 2020","6,044.16","6,007.96","6,044.16","5,994.59","60.49M","0.04%"
"Jan 02, 2020","6,041.50","6,016.61","6,062.92","6,011.21","63.96M","1.06%"
"Dec 31, 2019","5,978.06","5,970.59","5,987.22","5,958.25","20.67M","-0.07%"
"Dec 30, 2019","5,982.22","6,028.96","6,037.70","5,982.22","40.32M","-0.91%"
"Dec 27, 2019","6,037.39","6,039.95","6,065.00","6,027.72","47.29M","0.13%"
"Dec 24, 2019","6,029.55","6,027.19","6,033.99","6,025.62","12.44M","0.00%"
"Dec 23, 2019","6,029.37","6,013.56","6,035.95","6,005.96","46.60M","0.13%"
"Dec 20, 2019","6,021.53","5,979.53","6,024.17","5,966.88","151.36M","0.82%"
"Dec 19, 2019","5,972.28","5,963.87","5,972.28","5,942.88","72.32M","0.21%"
"Dec 18, 2019","5,959.60","5,971.40","5,983.02","5,959.60","80.80M","-0.15%"
"Dec 17, 2019","5,968.26","5,989.48","5,989.48","5,955.36","84.48M","-0.39%"
"Dec 16, 2019","5,991.66","5,946.65","6,003.38","5,942.30","77.24M","1.23%"
"Dec 13, 2019","5,919.02","5,968.86","5,972.17","5,907.22","113.20M","0.59%"
"Dec 12, 2019","5,884.26","5,871.20","5,915.65","5,845.00","91.51M","0.40%"
"Dec 11, 2019","5,860.88","5,844.02","5,865.88","5,825.42","62.94M","0.22%"
"Dec 10, 2019","5,848.03","5,833.48","5,851.11","5,776.67","73.07M","0.18%"
"Dec 09, 2019","5,837.25","5,865.73","5,870.79","5,836.14","56.25M","-0.59%"
"Dec 06, 2019","5,871.91","5,815.75","5,871.91","5,811.29","75.93M","1.21%"
"Dec 05, 2019","5,801.55","5,808.26","5,849.78","5,801.46","73.42M","0.03%"
"Dec 04, 2019","5,799.68","5,725.97","5,812.71","5,725.97","89.69M","1.27%"
"Dec 03, 2019","5,727.22","5,787.14","5,800.93","5,697.06","86.29M","-1.03%"
"Dec 02, 2019","5,786.74","5,910.12","5,947.68","5,781.03","99.39M","-2.01%"
"Nov 29, 2019","5,905.17","5,895.89","5,929.79","5,885.66","61.64M","-0.13%"
"Nov 28, 2019","5,912.72","5,909.95","5,919.13","5,900.21","42.73M","-0.24%"
"Nov 27, 2019","5,926.84","5,943.45","5,947.30","5,921.92","68.03M","-0.05%"
"Nov 26, 2019","5,929.62","5,927.41","5,941.51","5,909.93","112.04M","0.08%"
"Nov 25, 2019","5,924.86","5,917.84","5,933.75","5,908.29","62.13M","0.54%"
"Nov 22, 2019","5,893.13","5,885.61","5,930.46","5,885.61","75.15M","0.20%"
"Nov 21, 2019","5,881.21","5,860.55","5,895.57","5,834.26","76.24M","-0.22%"
"Nov 20, 2019","5,894.03","5,880.69","5,902.95","5,859.58","74.18M","-0.25%"
"Nov 19, 2019","5,909.05","5,936.99","5,966.79","5,895.91","72.29M","-0.35%"
"Nov 18, 2019","5,929.79","5,939.64","5,942.47","5,900.35","70.81M","-0.16%"
"Nov 15, 2019","5,939.27","5,933.07","5,947.62","5,907.95","74.07M","0.65%"
"Nov 14, 2019","5,901.08","5,902.40","5,916.90","5,894.07","67.17M","-0.10%"
"Nov 13, 2019","5,907.09","5,908.16","5,917.57","5,874.06","76.99M","-0.21%"
"Nov 12, 2019","5,919.75","5,904.27","5,931.19","5,897.30","72.09M","0.44%"
"Nov 11, 2019","5,893.82","5,873.74","5,906.33","5,871.71","60.61M","0.07%"
"Nov 08, 2019","5,889.70","5,867.42","5,889.70","5,861.61","94.39M","-0.02%"
"Nov 07, 2019","5,890.99","5,888.84","5,894.87","5,871.18","105.69M","0.41%"
"Nov 06, 2019","5,866.74","5,847.61","5,876.27","5,838.40","86.95M","0.34%"
"Nov 05, 2019","5,846.89","5,825.60","5,850.01","5,818.94","78.41M","0.39%"
"Nov 04, 2019","5,824.30","5,788.36","5,833.69","5,784.85","86.43M","1.08%"
"Nov 01, 2019","5,761.89","5,749.48","5,778.29","5,739.70","65.87M","0.56%"
